"ID","MSPINDLE","MSP_DUR","MSP_F","MSP_FL","MSP_FU","MSP_SIZE","MSP_START","MSP_STAT","MSP_STOP"
"study_001","227",1.075000001,10.3006402014956,9.375,10.9375,3,9861.3,4.69498761911993,9862.375
"study_002","227",0.795000001,8.59375,8.59375,8.59375,1,5736.32,1.4321423547338,5737.115
"study_001","228",1.055000001,15.36557502314,14.0625,15.625,4,9861.33,8.18682297794886,9862.385
"study_002","228",0.715000001,8.59375,8.59375,8.59375,1,5743.55,1.07693276088223,5744.265
"study_001","229",0.660000001,14.84375,14.84375,14.84375,1,9865.73,2.51805026266367,9866.39
"study_002","229",0.535000001,9.375,9.375,9.375,2,6063.975,1.44989856032829,6064.51
"study_001","23",0.445000001,9.375,9.375,9.375,1,7302.92,1.76128551602929,7303.365
"study_002","23",2.795000001,12.8916308147422,12.5,13.28125,3,4468.18,1.35377163204093,4470.975
"study_001","230",0.930000001,12.0006290742087,10.9375,12.5,4,9865.8,2.74246345177176,9866.73
"study_002","230",1.105000001,10.15625,10.15625,10.15625,2,6072.375,2.87662866048622,6073.48
"study_001","231",0.695000001,13.0449653456165,9.375,15.625,7,9912.42,9.2952591128315,9913.115
"study_002","231",0.410000001,13.0302103980324,12.5,14.0625,3,6072.745,6.25376492387073,6073.155
"study_001","232",0.485000001,10.9375,10.9375,10.9375,1,9970.815,1.16142692748331,9971.3
"study_002","232",0.560000001,9.375,9.375,9.375,1,6121.255,1.15109433453256,6121.815
"study_001","233",0.745000001,13.28125,13.28125,13.28125,2,9997.175,1.08891186708438,9997.92
"study_002","233",0.740000001,8.59375,8.59375,8.59375,1,6248.34,1.20934677083563,6249.08
"study_001","234",0.970000001,9.97998951626017,9.375,10.9375,2,10026.545,1.45517081478884,10027.515
"study_002","234",0.590000001,7.8125,7.8125,7.8125,1,6277.53,1.34561026787895,6278.12
"study_001","235",0.730000001,11.3165515193775,10.9375,11.71875,2,10105.265,1.22303450695832,10105.995
"study_002","235",0.515000001,10.9375,10.9375,10.9375,2,6337.465,2.02099033476571,6337.98
"study_001","236",0.460000001,9.375,9.375,9.375,1,10107.295,1.51479278819086,10107.755
"study_002","236",0.625000001,10.9375,10.9375,10.9375,2,6340,1.33891366184362,6340.625
"study_001","237",2.040000001,11.0014280316068,10.9375,11.328125,5,10119.82,1.51228105419537,10121.86
"study_002","237",0.440000001,10.1971978572176,9.375,10.9375,2,6377.275,3.79729892757767,6377.715
"study_001","238",0.560000001,13.1877112724425,9.375,15.625,7,10124.205,20.6834734804765,10124.765
"study_002","238",0.485000001,12.5944619162188,10.9375,14.0625,4,6406.965,4.61112516803602,6407.45
"study_001","239",2.005000001,13.1019048080684,11.328125,14.0625,8,10125.83,8.70300911453116,10127.835
"study_002","239",1.610000001,12.6544463016611,12.5,13.28125,5,6408.165,3.44846372207847,6409.775
"study_001","24",1.710000001,9.375,9.375,9.375,1,7304.07,1.87479430655652,7305.78
"study_002","24",1.210000001,15.1050536862388,14.84375,15.625,3,4474.195,1.29333538191251,4475.405
"study_001","240",0.420000001,10.9375,10.9375,10.9375,2,10168.385,2.08804718420879,10168.805
"study_002","240",0.730000001,17.1875,17.1875,17.1875,1,6408.255,3.24440704970335,6408.985
"study_001","241",0.860000001,14.5657661969239,14.0625,14.84375,3,10203.095,1.65693571963212,10203.955
"study_002","241",2.635000001,13.4085763076756,13.28125,13.4765625,3,6410.305,3.64103208562946,6412.94
"study_001","242",0.520000001,15.625,15.625,15.625,1,10563.205,1.37754930013639,10563.725
"study_002","242",2.730000001,15.8203125,15.8203125,15.8203125,2,6410.36,4.9684441110941,6413.09
"study_001","243",0.545000001,14.0625,14.0625,14.0625,1,10632.315,1.03285334475301,10632.86
"study_002","243",0.530000001,9.375,9.375,9.375,1,6411.01,2.04113711795855,6411.54
"study_001","244",0.925000001,9.375,9.375,9.375,1,10754.56,1.05569708119042,10755.485
"study_002","244",0.480000001,9.375,9.375,9.375,1,6439.88,1.32267095258486,6440.36
"study_001","245",0.545000001,15.625,15.625,15.625,1,10974.18,1.32655271538284,10974.725
"study_002","245",0.680000001,11.8899013186472,10.9375,12.5,4,6464.82,6.40451100241512,6465.5
"study_001","246",0.500000001,9.375,9.375,9.375,1,11297.93,1.36956800346516,11298.43
"study_002","246",1.680000001,9.765625,9.765625,9.765625,1,6471.295,0.964287728541221,6472.975
"study_001","247",0.880000001,15.625,15.625,15.625,1,11319.045,0.99325136645464,11319.925
"study_002","247",0.815000001,10.15625,10.15625,10.15625,1,6559.18,1.10331976857757,6559.995
"study_001","248",0.660000001,10.15625,10.15625,10.15625,1,11591.675,1.12886287590632,11592.335
"study_002","248",0.965000001,16.1798078323952,15.625,16.40625,3,6559.425,3.09185990321566,6560.39
"study_001","249",0.640000001,15.625,15.625,15.625,2,11868.085,1.22105326181853,11868.725
"study_002","249",0.735000001,9.375,9.375,9.375,1,6599.355,1.75070386382362,6600.09
"study_001","25",0.970000001,14.193791183984,14.0625,14.84375,4,7304.275,2.25460923875081,7305.245
"study_002","25",0.490000001,12.5,12.5,12.5,1,4474.835,1.55543384338364,4475.325
"study_001","250",0.475000001,11.7923768189085,10.9375,12.5,2,11871.895,1.7295479088301,11872.37
"study_002","250",0.990000001,10.5906395863519,10.15625,10.9375,2,6626.755,1.32651027267506,6627.745
"study_001","251",1.260000001,11.71875,11.71875,11.71875,3,11927.05,1.31844559641474,11928.31
"study_002","251",0.710000001,9.76212837863716,9.375,10.15625,2,6676.59,1.50310439301638,6677.3
"study_001","252",0.890000001,10.3737742838938,9.375,10.9375,3,11952.975,1.39089333936349,11953.865
"study_002","252",0.390000001,12.5,12.5,12.5,2,6679.4,4.14826926475783,6679.79
"study_001","253",1.425000001,12.1657796669771,10.15625,14.0625,5,11988.3,1.74194084969839,11989.725
"study_002","253",0.380000001,12.5,12.5,12.5,1,6797.66,2.82942028400749,6798.04
"study_001","254",2.160000001,15.0572070884166,14.0625,16.015625,3,11997.85,1.77827356777395,12000.01
"study_002","254",0.490000001,9.375,9.375,9.375,1,6883.385,1.45806107065733,6883.875
"study_001","255",0.730000001,9.375,9.375,9.375,2,11998.81,1.66987743851436,11999.54
"study_002","255",0.450000001,10.1567737254072,9.375,10.9375,2,6889.765,2.96044709928907,6890.215
"study_001","256",0.510000001,10.9375,10.9375,10.9375,1,12107.59,1.12522841756745,12108.1
"study_002","256",3.410000001,11.45062255412,10.9375,11.71875,6,6893.945,5.88147271308265,6897.355
"study_001","257",1.740000001,10.6844849772298,10.15625,10.9375,3,12127.045,2.03282936692128,12128.785
"study_002","257",2.030000001,14.3597272342462,14.0625,14.453125,4,6900.72,3.32235722654611,6902.75
"study_001","258",0.575000001,10.9375,10.9375,10.9375,1,12171.22,1.249340988417,12171.795
"study_002","258",1.130000001,10.15625,10.15625,10.15625,2,6901.29,2.56597321836151,6902.42
"study_001","259",0.485000001,14.0625,14.0625,14.0625,2,12201.74,2.27709734928851,12202.225
"study_002","259",0.485000001,10.9375,10.9375,10.9375,2,6903.015,1.30044047471411,6903.5
"study_001","26",0.650000001,13.1528635438263,10.9375,14.0625,4,7306.505,1.8199587538597,7307.155
"study_002","26",2.065000001,14.84375,14.84375,14.84375,3,4483.45,2.90181925918994,4485.515
"study_001","260",0.865000001,11.2034881742809,10.9375,11.71875,3,12201.81,1.88085137116336,12202.675
"study_002","260",0.760000001,8.59375,8.59375,8.59375,1,6952.235,1.12356985595741,6952.995
"study_001","261",0.565000001,12.5,12.5,12.5,2,12237.385,1.18921976506411,12237.95
"study_002","261",0.680000001,8.59375,8.59375,8.59375,1,7052.765,1.58729784228633,7053.445
"study_001","262",0.645000001,10.9375,10.9375,10.9375,2,12264.335,1.1887705421226,12264.98
"study_002","262",0.660000001,9.375,9.375,9.375,1,7103.97,1.51198701715636,7104.63
"study_001","263",0.540000001,13.5842039729421,12.5,14.0625,4,12281.385,2.11290264048621,12281.925
"study_002","263",0.675000001,10.9375,10.9375,10.9375,2,7106.765,1.18184878374564,7107.44
"study_001","264",0.765000001,9.71864208941288,9.375,10.15625,2,12282.17,1.51759542706665,12282.935
"study_002","264",0.645000001,13.6778282754846,13.28125,14.0625,2,7153.845,1.30658629600011,7154.49
"study_001","265",0.505000001,9.375,9.375,9.375,1,12288.67,1.25148646283729,12289.175
"study_002","265",0.900000001,10.5736669315734,10.15625,10.9375,2,7157.885,1.20244526089503,7158.785
"study_001","266",0.735000001,10.15625,10.15625,10.15625,2,12317.3,2.47805880107306,12318.035
"study_002","266",0.475000001,14.0625,14.0625,14.0625,2,7199.555,1.28909915101334,7200.03
"study_001","267",0.715000001,11.71875,11.71875,11.71875,4,12323.155,2.1561168949654,12323.87
"study_002","267",1.540000001,12.23900173949,11.71875,13.671875,3,7229.195,1.60924984993302,7230.735
"study_001","268",1.430000001,10.663201060673,10.15625,10.9375,3,12328.91,1.74042330866112,12330.34
"study_002","268",0.585000001,11.795918033368,10.9375,12.5,2,7296.685,1.29268904264016,7297.27
"study_001","269",0.755000001,13.28125,13.28125,13.28125,1,12330.805,1.34996826164506,12331.56
"study_002","269",0.725000001,9.67573320116459,9.375,10.15625,2,7299.665,5.61565051745968,7300.39
"study_001","27",1.065000001,8.59375,8.59375,8.59375,1,7306.505,1.54734303521445,7307.57
"study_002","27",2.060000001,17.1875,17.1875,17.1875,1,4483.495,3.89766738725029,4485.555
"study_001","270",0.870000001,14.0625,14.0625,14.0625,3,12378.635,1.59265092253752,12379.505
"study_002","270",0.965000001,13.5232098614234,13.28125,14.0625,4,7299.675,4.56049111777456,7300.64
"study_001","271",0.500000001,14.0625,14.0625,14.0625,1,12425.09,1.25915810053143,12425.59
"study_002","271",0.580000001,14.0625,14.0625,14.0625,1,7302.45,1.32125505214718,7303.03
"study_001","272",0.525000001,9.375,9.375,9.375,1,12426.465,1.22133982527751,12426.99
"study_002","272",0.775000001,9.375,9.375,9.375,1,7304.09,2.37210834987128,7304.865
"study_001","273",1.195000001,9.375,9.375,9.375,1,12439.46,1.60587390141217,12440.655
"study_002","273",0.665000001,14.0625,14.0625,14.0625,4,7304.29,1.81559199244305,7304.955
"study_001","274",3.065000001,11.9738643761727,10.9375,13.28125,4,12441.32,6.99147051980678,12444.385
"study_002","274",1.040000001,8.99285197545711,8.59375,9.375,2,7306.515,1.30951731133484,7307.555
"study_001","275",2.715000001,15.625,15.625,15.625,1,12442.7,3.87628047968717,12445.415
"study_002","275",0.615000001,13.4521630189549,12.5,14.0625,2,7306.52,1.64156245530653,7307.135
"study_001","276",1.755000001,12.7815534471719,10.9375,15.234375,6,12445.5,2.72138770992128,12447.255
"study_002","276",0.895000001,16.40625,16.40625,16.40625,2,7306.525,1.42712109901078,7307.42
"study_001","277",0.660000001,14.0625,14.0625,14.0625,1,12453.175,1.68096905574704,12453.835
"study_002","277",0.770000001,10.5499340784954,10.15625,10.9375,2,7336.86,1.14311912285268,7337.63
"study_001","278",0.505000001,10.2483306838831,9.375,10.9375,2,12463.47,2.3924893312909,12463.975
"study_002","278",0.555000001,12.5,12.5,12.5,1,7354.355,1.0662521507266,7354.91
"study_001","279",0.500000001,12.4459241996332,9.375,14.0625,6,12537.57,7.10333467255566,12538.07
"study_002","279",0.490000001,9.375,9.375,9.375,1,7394.105,1.56654755411058,7394.595
"study_001","28",0.930000001,16.40625,16.40625,16.40625,2,7306.51,2.10486596277266,7307.44
"study_002","28",1.525000001,11.6424381219673,10.9375,12.5,2,4484.205,1.53936427365792,4485.73
"study_001","280",2.695000001,13.1839615142088,9.375,15.625,10,12566.185,6.55354561427591,12568.88
"study_002","280",0.425000001,14.0625,14.0625,14.0625,2,7412.465,2.09031971601846,7412.89
"study_001","281",0.855000001,11.4706003138282,10.9375,11.71875,3,12568.025,1.86110463336084,12568.88
"study_002","281",0.520000001,10.1820813009206,9.375,10.9375,2,7432.14,1.74297483911413,7432.66
"study_001","282",0.440000001,17.1875,17.1875,17.1875,1,12570.49,1.47302718996926,12570.93
"study_002","282",0.485000001,12.5,12.5,12.5,2,7458.365,1.26474679669626,7458.85
"study_001","283",0.405000001,9.375,9.375,9.375,1,12752.65,2.56917361829875,12753.055
"study_002","283",0.435000001,12.5,12.5,12.5,2,7483.21,2.04060085868837,7483.645
"study_001","284",0.970000001,11.71875,11.71875,11.71875,2,12753.15,1.42788627195074,12754.12
"study_002","284",0.540000001,12.5,12.5,12.5,2,7490.5,1.17594110541496,7491.04
"study_001","285",1.065000001,12.8494194974768,12.5,14.0625,4,12774.095,1.93738997866023,12775.16
"study_002","285",0.630000001,12.5,12.5,12.5,2,7494.605,1.43602715866881,7495.235
"study_001","286",0.835000001,17.1875,17.1875,17.1875,1,12774.3,2.71648661589006,12775.135
"study_002","286",0.750000001,10.3677072305152,10.15625,10.9375,3,7513.095,1.58264225494254,7513.845
"study_001","287",0.545000001,9.375,9.375,9.375,1,12777.62,1.16304329238107,12778.165
"study_002","287",0.535000001,9.375,9.375,9.375,1,7516.33,1.57993291013573,7516.865
"study_001","288",0.895000001,15.1208071207934,14.84375,15.625,3,12799.945,1.43882052566278,12800.84
"study_002","288",0.790000001,9.77726279822847,9.375,10.15625,2,7546.295,1.12926796560694,7547.085
"study_001","289",0.500000001,17.1875,17.1875,17.1875,1,12805.35,1.04440879204806,12805.85
"study_002","289",0.615000001,10.9375,10.9375,10.9375,2,7562.12,1.69516551328966,7562.735
"study_001","29",0.835000001,15.625,15.625,15.625,2,7308.97,1.88511743969505,7309.805
"study_002","29",0.975000001,13.9339664400012,13.28125,14.0625,4,4489.49,1.40919065921768,4490.465
"study_001","290",0.430000001,14.0625,14.0625,14.0625,2,12809.925,5.123611313307,12810.355
"study_002","290",0.685000001,10.9375,10.9375,10.9375,1,7564.375,1.35622451838462,7565.06
"study_001","291",0.720000001,13.0635945475622,12.5,13.28125,5,12813.725,5.72363778157512,12814.445
"study_002","291",0.410000001,9.375,9.375,9.375,1,7590,1.64880791584232,7590.41
"study_001","292",0.650000001,17.1875,17.1875,17.1875,1,12813.745,5.5025244661473,12814.395
"study_002","292",0.445000001,12.5,12.5,12.5,2,7605.385,1.53288285258069,7605.83
"study_001","293",3.400000001,11.3905249578042,11.328125,11.5234375,3,12815.19,2.75842939811791,12818.59
"study_002","293",0.825000001,10.9375,10.9375,10.9375,3,7608.93,1.18269093923083,7609.755
"study_001","294",0.415000001,14.0625,14.0625,14.0625,1,12815.245,3.28134979707225,12815.66
"study_002","294",0.555000001,9.375,9.375,9.375,2,7613.385,1.37894156630303,7613.94
"study_001","295",2.740000001,14.6484375,14.6484375,14.6484375,1,12816.21,2.77541354329886,12818.95
"study_002","295",0.530000001,9.375,9.375,9.375,1,7620.98,1.20574357923354,7621.51
"study_001","296",1.755000001,9.375,9.375,9.375,1,12819.16,1.29251940452256,12820.915
"study_002","296",0.595000001,12.5,12.5,12.5,3,7631.405,1.36555490927969,7632
"study_001","297",1.575000001,14.0816780790821,10.9375,14.84375,6,12859.435,2.35942949010582,12861.01
"study_002","297",0.795000001,10.9375,10.9375,10.9375,1,7641.24,1.04802206326681,7642.035
"study_001","298",0.525000001,10.9375,10.9375,10.9375,1,12905.82,1.13694549158854,12906.345
"study_002","298",0.590000001,10.11451421959,9.375,10.9375,2,7643.505,1.66331780078432,7644.095
"study_001","299",0.490000001,14.0625,14.0625,14.0625,1,12912.155,1.16297919829915,12912.645
"study_002","299",1.285000001,9.765625,9.765625,9.765625,1,7655.405,1.0609338694099,7656.69
"study_001","3",0.870000001,8.59375,8.59375,8.59375,1,6253.27,0.994856406872723,6254.14
"study_002","3",0.430000001,12.5,12.5,12.5,1,1923.18,1.15479525885481,1923.61
"study_001","30",0.810000001,10.5455746798418,10.15625,10.9375,2,7336.835,1.33149357833066,7337.645
"study_002","30",2.330000001,15.625,15.625,15.625,2,4491.7,3.41871659985578,4494.03
"study_001","300",0.495000001,11.4580128514679,9.375,12.5,4,12914.375,5.42468549658236,12914.87
"study_002","300",0.425000001,9.375,9.375,9.375,1,7657.34,1.63728810611289,7657.765
"study_001","301",1.175000001,10.15625,10.15625,10.15625,1,12936.185,1.25227125124482,12937.36
"study_002","301",0.590000001,9.375,9.375,9.375,2,7676.46,1.68873286796746,7677.05
"study_001","302",0.475000001,12.5,12.5,12.5,1,12962.905,1.36204699660402,12963.38
"study_002","302",0.485000001,9.375,9.375,9.375,1,7679.61,1.20317327387734,7680.095
"study_001","303",0.535000001,14.0625,14.0625,14.0625,2,12965.61,1.50026756441711,12966.145
"study_002","303",0.960000001,10.15625,10.15625,10.15625,2,7698.965,1.41539389722044,7699.925
"study_001","304",0.615000001,10.9375,10.9375,10.9375,2,12984.51,1.43504403786323,12985.125
"study_002","304",0.560000001,10.9375,10.9375,10.9375,1,7701.275,0.986089913313229,7701.835
"study_001","305",0.680000001,10.9375,10.9375,10.9375,3,12995.075,2.39647506596946,12995.755
"study_002","305",1.345000001,9.375,9.375,9.375,2,7714.03,1.40722226143622,7715.375
"study_001","306",0.910000001,10.9375,10.9375,10.9375,2,12996.42,1.29619978814984,12997.33
"study_002","306",0.910000001,9.375,9.375,9.375,2,7729.27,1.36434901976928,7730.18
"study_001","307",0.485000001,13.2309957456379,12.5,14.0625,4,13092.085,2.50993979924979,13092.57
"study_002","307",0.735000001,10.15625,10.15625,10.15625,2,7765.075,1.24634980589664,7765.81
"study_001","308",0.505000001,10.9375,10.9375,10.9375,2,13129.96,1.33405963856361,13130.465
"study_002","308",0.655000001,10.9375,10.9375,10.9375,2,7767.115,1.56757729349211,7767.77
"study_001","309",0.825000001,10.9375,10.9375,10.9375,2,13135.865,1.28333166582299,13136.69
"study_002","309",0.735000001,9.375,9.375,9.375,1,7803.775,1.53624297824436,7804.51
"study_001","31",0.615000001,12.5,12.5,12.5,2,7354.32,1.46338340380575,7354.935
"study_002","31",2.300000001,12.4554242445864,10.9375,13.28125,5,4491.765,2.57036910345426,4494.065
"study_001","310",0.590000001,10.9375,10.9375,10.9375,1,13154.845,1.09147354733586,13155.435
"study_002","310",0.900000001,10.9375,10.9375,10.9375,2,7804.785,1.18541156048432,7805.685
"study_001","311",0.740000001,12.0575457490998,10.9375,12.5,3,13158.535,1.62547428420435,13159.275
"study_002","311",0.490000001,12.5,12.5,12.5,1,7808.28,0.976555337120692,7808.77
"study_001","312",1.220000001,12.546866383856,10.9375,14.0625,4,13168.07,1.36443146364993,13169.29
"study_002","312",0.480000001,9.375,9.375,9.375,1,7808.625,0.998726393282439,7809.105
"study_001","313",0.830000001,12.6622010950362,11.71875,14.0625,5,13176.035,2.31759673527269,13176.865
"study_002","313",0.740000001,10.15625,10.15625,10.15625,1,7810.205,1.24539085489147,7810.945
"study_001","314",0.995000001,9.375,9.375,9.375,1,13176.495,0.943505665124553,13177.49
"study_002","314",0.635000001,9.375,9.375,9.375,2,7826.885,1.27042506072405,7827.52
"study_001","315",0.690000001,13.28125,13.28125,13.28125,2,13296.755,1.43872018004179,13297.445
"study_002","315",0.650000001,10.15625,10.15625,10.15625,1,7830.17,1.19552260339106,7830.82
"study_001","316",0.700000001,10.15625,10.15625,10.15625,2,13300.34,1.0637119562282,13301.04
"study_002","316",0.545000001,9.375,9.375,9.375,1,7859.74,1.40091482917436,7860.285
"study_001","317",0.595000001,10.9375,10.9375,10.9375,2,13306.2,1.50632297584331,13306.795
"study_002","317",1.025000001,10.15625,10.15625,10.15625,2,8189.32,1.00911270630146,8190.345
"study_001","318",0.695000001,9.70876840454558,9.375,10.15625,2,13360.685,1.48130562790034,13361.38
"study_002","318",0.635000001,10.9375,10.9375,10.9375,3,8240.855,1.54954846661157,8241.49
"study_001","319",0.645000001,9.7702597303983,9.375,10.15625,2,13370.95,1.38410886938328,13371.595
"study_002","319",0.845000001,10.9375,10.9375,10.9375,3,8259.89,1.87870401805424,8260.735
"study_001","32",0.415000001,9.375,9.375,9.375,1,7360.615,1.90557468807747,7361.03
"study_002","32",0.585000001,9.375,9.375,9.375,1,4494.685,2.14026229139701,4495.27
"study_001","320",0.840000001,10.784284376337,10.15625,10.9375,4,13434.34,1.53781528692413,13435.18
"study_002","320",0.830000001,10.364912232514,10.15625,10.9375,3,8263.335,1.52759971443425,8264.165
"study_001","321",0.470000001,12.5,12.5,12.5,1,13438.54,1.17777203689483,13439.01
"study_002","321",0.535000001,10.9375,10.9375,10.9375,1,8285.415,1.19994129349933,8285.95
"study_001","322",1.390000001,10.15625,10.15625,10.15625,1,13495.64,0.920426130071288,13497.03
"study_002","322",1.245000001,10.15625,10.15625,10.15625,1,8312.82,0.797171005278606,8314.065
"study_001","323",0.890000001,10.15625,10.15625,10.15625,3,13522.5,1.38480751454235,13523.39
"study_002","323",1.025000001,9.375,9.375,9.375,1,8320.69,1.08853961258942,8321.715
"study_001","324",0.470000001,10.1280745602856,9.375,10.9375,2,13607.785,1.67669875196964,13608.255
"study_002","324",0.645000001,10.15625,10.15625,10.15625,1,8362.855,1.04225463707077,8363.5
"study_001","325",0.635000001,9.375,9.375,9.375,1,13629.055,1.09329504572312,13629.69
"study_002","325",0.470000001,9.375,9.375,9.375,1,8383.795,1.4962606584619,8384.265
"study_001","326",0.945000001,10.9375,10.9375,10.9375,2,13658.16,1.16953479230333,13659.105
"study_002","326",0.790000001,9.70117315845247,9.375,10.15625,2,8389.765,1.37786854145456,8390.555
"study_001","327",0.570000001,12.5,12.5,12.5,1,13678.91,1.17577959172843,13679.48
"study_002","327",0.465000001,9.375,9.375,9.375,1,8392.98,1.61611233813905,8393.445
"study_001","328",0.515000001,9.375,9.375,9.375,1,13685.405,0.985180912560414,13685.92
"study_002","328",0.645000001,10.1723663749035,9.375,10.9375,2,8395.5,1.14720182213661,8396.145
"study_001","329",0.585000001,10.9375,10.9375,10.9375,1,13742.67,1.07448390035397,13743.255
"study_002","329",1.205000001,10.15625,10.15625,10.15625,2,8402,1.25752925633533,8403.205
"study_001","33",0.580000001,10.9375,10.9375,10.9375,1,7387.145,1.07810743295579,7387.725
"study_002","33",1.930000001,13.5870067046829,12.5,14.84375,6,4494.69,3.05289562930141,4496.62
"study_001","330",0.610000001,10.9375,10.9375,10.9375,2,13748.445,1.09874216168674,13749.055
"study_002","330",0.535000001,9.375,9.375,9.375,1,8411.12,1.13484748374615,8411.655
"study_001","331",0.850000001,10.9375,10.9375,10.9375,2,13772.4,1.14980001040623,13773.25
"study_002","331",1.625000001,10.3891579411496,10.15625,10.9375,3,8416.055,1.11369916051453,8417.68
"study_001","332",0.500000001,10.9375,10.9375,10.9375,1,13787.465,1.40614897118937,13787.965
"study_002","332",0.800000001,9.375,9.375,9.375,1,8419.175,1.06518081798985,8419.975
"study_001","333",0.520000001,9.375,9.375,9.375,1,13797.34,1.19497116718276,13797.86
"study_002","333",1.910000001,10.5815847016703,10.15625,10.9375,4,8433.515,1.59855289882608,8435.425
"study_001","334",0.590000001,10.1474708187713,9.375,10.9375,2,13815.205,1.1209031652982,13815.795
"study_002","334",0.720000001,10.6672419031376,10.15625,10.9375,3,8436.265,1.51273091148593,8436.985
"study_001","335",2.095000001,9.765625,9.765625,9.765625,1,13832.465,4.64093079302403,13834.56
"study_002","335",1.525000001,10.15625,10.15625,10.15625,1,8439.025,0.915951691103957,8440.55
"study_001","336",3.465000001,13.2593921573161,12.5,14.0625,4,13832.82,8.83943527527356,13836.285
"study_002","336",0.950000001,10.6104189643427,10.15625,10.9375,2,8448.05,1.53477877644763,8449
"study_001","337",1.335000001,10.6175335846401,10.15625,10.9375,2,13834.915,4.04890722857807,13836.25
"study_002","337",1.210000001,9.375,9.375,9.375,1,8456.395,0.888254385162537,8457.605
"study_001","338",0.780000001,9.747204094387,9.375,10.15625,2,13838.02,1.22833007358031,13838.8
"study_002","338",0.845000001,10.15625,10.15625,10.15625,2,8468.35,0.985142431738976,8469.195
"study_001","339",1.940000001,12.5022690180833,10.9375,14.84375,7,13849.24,6.80036127343581,13851.18
"study_002","339",0.995000001,9.375,9.375,9.375,1,8474.255,1.26984276638683,8475.25
"study_001","34",0.610000001,10.9375,10.9375,10.9375,1,7388.06,1.02634464990391,7388.67
"study_002","34",0.630000001,9.375,9.375,9.375,1,4496.365,1.66987887849103,4496.995
"study_001","340",1.020000001,10.15625,10.15625,10.15625,1,13851.68,1.19135991535063,13852.7
"study_002","340",0.470000001,9.375,9.375,9.375,1,8495.065,1.32404120398327,8495.535
"study_001","341",0.590000001,11.4282594081158,10.9375,12.5,3,13861.32,1.27197194933869,13861.91
"study_002","341",1.310000001,10.0087988723618,9.375,10.9375,2,8499.82,1.18433504106595,8501.13
"study_001","342",0.575000001,12.0200651092191,10.9375,12.5,3,13870.73,1.64980880730997,13871.305
"study_002","342",0.710000001,10.15625,10.15625,10.15625,1,8516.665,0.954699339842382,8517.375
"study_001","343",1.390000001,11.453922299422,10.9375,11.71875,3,13889.875,1.66524574454689,13891.265
"study_002","343",1.100000001,10.15625,10.15625,10.15625,2,8561.635,1.17423155275069,8562.735
"study_001","344",2.570000001,10.5049733718042,10.15625,10.9375,4,13928.93,1.62290617787777,13931.5
"study_002","344",0.930000001,9.375,9.375,9.375,1,8568.775,0.986130258600056,8569.705
"study_001","345",0.505000001,14.0625,14.0625,14.0625,1,13963.195,1.12046489017201,13963.7
"study_002","345",0.525000001,9.375,9.375,9.375,1,8579.045,1.19199013326284,8579.57
"study_001","346",3.700000001,10.9375,10.9375,10.9375,5,13974.485,1.78081706991486,13978.185
"study_002","346",0.670000001,9.375,9.375,9.375,1,8584.485,1.08673987868203,8585.155
"study_001","347",1.870000001,10.6323293854284,10.15625,12.109375,3,13979.95,1.3601475335096,13981.82
"study_002","347",1.645000001,9.375,9.375,9.375,1,8601.225,0.973454491673049,8602.87
"study_001","348",0.810000001,9.375,9.375,9.375,1,14021.66,1.31601846889366,14022.47
"study_002","348",0.795000001,10.15625,10.15625,10.15625,1,8616.195,1.18668096625841,8616.99
"study_001","349",1.660000001,11.7694085302459,10.9375,12.5,3,14023.57,1.23424707133155,14025.23
"study_002","349",1.180000001,9.75267698428317,9.375,10.15625,2,8627.65,1.31479134160489,8628.83
"study_001","35",0.505000001,9.375,9.375,9.375,1,7394.1,1.88100708500165,7394.605
"study_002","35",0.665000001,14.5484251544459,12.5,15.625,5,4497.49,7.22346352306549,4498.155
"study_001","350",0.595000001,11.8447276420095,10.9375,12.5,2,14026.1,1.27700002362147,14026.695
"study_002","350",0.665000001,10.1582350980677,9.375,10.9375,2,8638.89,1.27489676632954,8639.555
"study_001","351",0.715000001,13.3139501125452,12.5,14.0625,4,14060.175,1.51182608707699,14060.89
"study_002","351",0.840000001,10.15625,10.15625,10.15625,1,8643.41,1.06590385418109,8644.25
"study_001","352",0.600000001,10.9375,10.9375,10.9375,2,14062.21,1.48721716591879,14062.81
"study_002","352",0.790000001,9.76470451269815,9.375,10.15625,2,8649.985,1.39564142352639,8650.775
"study_001","353",0.780000001,14.5498452614597,14.0625,15.625,4,14065.095,2.06767768892812,14065.875
"study_002","353",0.775000001,9.78621146783523,9.375,10.15625,2,8652.01,1.49060123148405,8652.785
"study_001","354",0.790000001,12.9641446441986,10.15625,15.625,7,14071.52,8.90648478177519,14072.31
"study_002","354",0.955000001,10.5938160964638,10.15625,10.9375,2,8654.64,1.18668972402273,8655.595
"study_001","355",0.440000001,15.1179399526696,14.0625,15.625,3,14082.7,3.96242301530002,14083.14
"study_002","355",1.970000001,10.15625,10.15625,10.15625,2,8656.945,0.973201847163316,8658.915
"study_001","356",0.765000001,12.5,12.5,12.5,2,14084.74,1.22306999373939,14085.505
"study_002","356",0.445000001,9.375,9.375,9.375,1,8662.21,1.37616887382773,8662.655
"study_001","357",2.445000001,15.321417207396,14.453125,15.625,3,14086.92,3.78606853596754,14089.365
"study_002","357",0.635000001,10.9375,10.9375,10.9375,3,8684.255,1.23900741151362,8684.89
