"ID","CH","E","DOWN_AMP","DUR","N","P2P_AMP","SLOPE_NEG1","SLOPE_NEG2","SLOPE_POS1","SLOPE_POS2","UP_AMP"
"study_001","C4M1",315,-117.438621425502,1.02,1,166.333870751838,-809.921521486759,903.374004016365,171.562277736051,-106.294020043571,48.8952493263367
"study_001","C4M1",316,-37.4787077504588,1.965,1,75.1750888123894,-99.9432204013748,90.3101389401172,64.4382581153716,-63.892171183116,37.6963810619306
"study_001","C4M1",317,-215.763715960871,1.60666666666667,6,408.397420962109,-686.330633077791,627.962023957314,575.119087868325,-556.448031886448,192.633705001238
"study_002","C4M1",324,-58.6528909586384,1.06,1,77.6173098355854,-533.208094776639,189.202873449792,158.036822657585,-36.4700362316866,18.9644188769471
"study_002","C4M1",325,-94.638735034707,1.1825,2,151.635955723465,-669.887620216949,374.560711981487,295.690293880646,-248.493538208296,56.9972206887576
"study_002","C4M1",326,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",327,-56.3740218170115,1.195,1,86.4213683178226,-417.585343699453,191.098378392926,261.281271648086,-46.2266868532068,30.0473465008111
"study_002","C4M1",327,-56.3740218170115,1.195,1,86.4213683178226,-417.585343699453,191.098378392926,261.281271648086,-46.2266868532068,30.0473465008111
"study_002","C4M1",328,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",329,-73.910170874841,0.969,5,135.731537151529,-407.113062520545,451.936745922015,460.689676642507,-218.875877108054,61.8213662766881
"study_001","C4M1",330,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",331,-69.6531494768868,1.2325,4,106.719062907257,-373.511526905085,380.76879175414,241.037015551099,-91.9479958067895,37.0659134303699
"study_001","C4M1",332,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",333,-50.0862394511099,1.595,1,80.2248945142747,-333.908260781344,103.270596593483,75.3466374695454,-53.8190268024032,30.1386550631648
"study_001","C4M1",334,-44.395442894171,1.31166666666667,3,88.6607593980161,-214.411441099021,128.345399256516,183.202234686107,-213.396713661198,44.265316503845
"study_002","C4M1",334,-44.395442894171,1.31166666666667,3,88.6607593980161,-214.411441099021,128.345399256516,183.202234686107,-213.396713661198,44.265316503845
"study_001","C4M1",335,-101.88000207255,1.205,1,141.391629192112,-357.473690228339,334.032792585303,239.464405333922,-87.8036156261286,39.5116271195615
"study_001","C4M1",336,-59.4792237186384,1.1275,2,82.2685186473765,-411.203757112583,232.667342182347,163.482969664871,-43.6766268584803,22.7892949287381
"study_001","C4M1",337,-47.2580927720105,1.055,2,79.7867361033113,-226.830857792569,374.460881676363,293.278362456639,-57.200160837589,32.5286433313008
"study_001","C4M1",338,-39.1595832266039,1.105,3,102.924399555127,-229.561614241004,338.219734355089,446.155329847797,-191.184368812115,63.7648163285231
"study_001","C4M1",339,-54.7915893866281,0.826666666666667,3,114.860837038307,-235.107043872815,224.1317789997,372.183351513377,-373.351943172346,60.0692476516785
"study_002","C4M1",339,-54.7915893866281,0.826666666666667,3,114.860837038307,-235.107043872815,224.1317789997,372.183351513377,-373.351943172346,60.0692476516785
"study_001","C4M1",340,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",340,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",341,-58.1678350314407,1.2925,2,82.8094116387312,-382.931019857186,285.657235306731,196.182262587371,-144.897052017535,24.6415766072906
"study_002","C4M1",341,-58.1678350314407,1.2925,2,82.8094116387312,-382.931019857186,285.657235306731,196.182262587371,-144.897052017535,24.6415766072906
"study_001","C4M1",342,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",342,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",343,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",343,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",344,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",344,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",345,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",346,-71.2317806367208,1.915,1,119.380241677511,-249.936071532578,151.556979755668,89.9971232725104,-77.0375375420043,48.1484610407902
"study_001","C4M1",347,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",347,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",348,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",349,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",350,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",351,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",352,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",353,-76.4166101121616,2.44,1,108.350487402136,-151.320019724439,144.182282958452,37.3495640381576,-58.0615949671141,31.9338772899743
"study_002","C4M1",353,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",354,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",355,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",356,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",356,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",357,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",357,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",358,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",358,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",359,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",360,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",361,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",362,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",363,-60.6929104718588,2.235,1,91.1922264648053,-202.309700898497,87.3279286108358,62.243501899394,-40.6657546030411,30.4993159929465
"study_001","C4M1",364,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",364,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",365,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",365,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",366,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",366,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",367,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",367,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",368,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",368,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",369,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",369,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",370,-57.7448277228855,2.165,1,95.1652899279939,-160.402298784676,75.9800363775072,94.7353471148683,-57.5699417654437,37.4204622051083
"study_002","C4M1",371,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",372,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",373,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",373,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",374,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",374,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",375,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",375,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",376,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",376,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",377,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",377,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",378,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",378,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",379,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",379,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",380,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",380,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",381,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",381,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",382,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",382,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",383,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",383,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",384,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",384,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",385,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",385,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",386,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",386,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",387,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",387,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",388,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",388,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",389,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",389,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",390,-55.2156064159123,2.51,1,88.4826887455002,-116.243381683514,82.4113527365686,62.7680797487165,-39.8408171134695,33.2670823295878
"study_002","C4M1",390,-55.2156064159123,2.51,1,88.4826887455002,-116.243381683514,82.4113527365686,62.7680797487165,-39.8408171134695,33.2670823295878
"study_001","C4M1",391,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",391,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",392,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",392,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",393,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",393,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",394,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",394,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",395,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",395,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",396,-75.4427113367486,0.705,1,78.1741767518849,-264.711266919429,218.674524979925,78.0418667741273,-68.2866336712422,2.73146541513632
"study_002","C4M1",396,-75.4427113367486,0.705,1,78.1741767518849,-264.711266919429,218.674524979925,78.0418667741273,-68.2866336712422,2.73146541513632
"study_001","C4M1",397,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",397,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",398,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",398,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",399,-44.8507732541722,0.8075,2,87.9821999718409,-332.227947569958,319.755702220093,210.451404825838,-211.527253023862,43.1314267176687
"study_002","C4M1",399,-44.8507732541722,0.8075,2,87.9821999718409,-332.227947569958,319.755702220093,210.451404825838,-211.527253023862,43.1314267176687
"study_001","C4M1",400,-53.160839897923,1.3375,2,96.7893557613025,-246.271977004064,280.366592508243,277.06260441916,-94.6037193649419,43.6285158633795
"study_002","C4M1",400,-53.160839897923,1.3375,2,96.7893557613025,-246.271977004064,280.366592508243,277.06260441916,-94.6037193649419,43.6285158633795
"study_001","C4M1",401,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",401,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",402,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",402,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",403,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",403,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",404,-58.7187515088082,2.52,1,88.1879313320577,-109.75467551225,97.864585684906,60.1411831900169,-32.9264578662827,29.4691798232495
"study_002","C4M1",404,-58.7187515088082,2.52,1,88.1879313320577,-109.75467551225,97.864585684906,60.1411831900169,-32.9264578662827,29.4691798232495
"study_001","C4M1",405,-45.9335090217926,1.0475,2,79.8742594690297,-128.022971747014,196.453505103887,230.888307868497,-316.432717072849,33.940750447237
"study_002","C4M1",405,-45.9335090217926,1.0475,2,79.8742594690297,-128.022971747014,196.453505103887,230.888307868497,-316.432717072849,33.940750447237
"study_001","C4M1",406,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",406,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",407,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",407,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",408,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",408,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",409,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",409,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",410,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",410,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",411,-55.6979295054844,1.415,2,98.5263155487617,-278.631503619432,151.083349370829,97.4170230602789,-160.057756916306,42.8283860432773
"study_002","C4M1",411,-55.6979295054844,1.415,2,98.5263155487617,-278.631503619432,151.083349370829,97.4170230602789,-160.057756916306,42.8283860432773
"study_001","C4M1",412,-38.4821535043304,1.15,2,79.5931316064637,-172.444222476689,264.986417635124,283.742794018821,-210.85537895738,41.1109781021333
"study_002","C4M1",412,-38.4821535043304,1.15,2,79.5931316064637,-172.444222476689,264.986417635124,283.742794018821,-210.85537895738,41.1109781021333
"study_001","C4M1",413,-41.9494660044642,1.21,1,101.642905231549,-129.075279616581,246.761563280604,106.595427000873,-385.118960270744,59.6934392270843
"study_002","C4M1",413,-41.9494660044642,1.21,1,101.642905231549,-129.075279616581,246.761563280604,106.595427000873,-385.118960270744,59.6934392270843
"study_001","C4M1",414,-46.9469264947532,1.535,1,79.9373177043541,-361.130201027869,79.5710617206477,329.90390879697,-46.1404072216231,32.9903912096009
"study_001","C4M1",415,-63.7646124757656,1.31285714285714,7,103.29507386715,-385.079406313058,270.616494984083,160.335632348071,-139.72100337026,39.5304613913839
"study_001","C4M1",416,-44.9552305365179,1.1675,2,93.162970708417,-140.399442649075,118.286074871223,245.095050888413,-219.781954818502,48.2077401718991
"study_001","C4M1",417,-42.1372615598929,1.985,1,82.7670242050168,-69.0774778537958,88.7100241498588,117.767427615526,-73.2067794088597,40.6297626451239
"study_001","C4M1",418,-69.2085213957283,0.7275,2,99.6867125136752,-448.943141987153,526.616798721772,385.651705331393,-174.669347809138,30.4781911179469
"study_001","C4M1",419,-149.611430843012,1.82333333333333,3,264.128285732529,-480.543279906832,323.918265773483,218.03262998626,-312.640725546752,114.516854889517
"study_001","C4M1",420,-71.2044056290941,1.9175,2,115.940090267336,-180.995010499753,144.545842596321,139.035355744241,-60.4758621991572,44.735684638242
"study_001","C4M1",426,-78.2634291492712,1.27,2,106.940824918273,-240.520625276824,440.944903721169,254.758120506409,-75.8640099417907,28.6773957690019
"study_002","C4M1",426,-78.2634291492712,1.27,2,106.940824918273,-240.520625276824,440.944903721169,254.758120506409,-75.8640099417907,28.6773957690019
"study_001","C4M1",427,-54.0427422550499,1.805,3,98.5173285013793,-227.343438235696,204.636822315249,104.357643503018,-70.8003524116038,44.4745862463294
"study_001","C4M1",428,-79.8894992769487,1.752,5,154.967840313243,-226.545473941063,364.865852603659,402.404286711047,-121.621797783843,75.0783410362946
"study_001","C4M1",429,-44.2511448043565,1.27,2,82.4978912635101,-175.526423258023,240.877552729165,226.58846360284,-215.284107326916,38.2467464591536
"study_001","C4M1",430,-45.9919271138498,1.89,1,81.9837911630703,-78.6186786927027,141.513621453342,51.4169485682908,-128.542371145279,35.9918640492205
"study_001","C4M1",431,-56.6786331136934,1.31166666666667,3,85.3681297161641,-278.062944574933,251.039735777799,196.757005733645,-76.0631372947849,28.6894966024707
"study_001","C4M1",432,-51.9781549683203,1.145,3,96.4315594257243,-260.994194786752,288.533437882413,364.93324207092,-321.79724595217,44.453404457404
"study_001","C4M1",433,-43.4708373031936,1.69333333333333,6,82.2538789508836,-176.108646293216,133.432917847349,108.738211623325,-157.195895509223,38.78304164769
"study_002","C4M1",433,-43.3000326632929,1.68333333333333,6,82.083074310983,-177.093769327795,133.084336950304,108.738211623325,-157.195895509223,38.78304164769
"study_001","C4M1",434,-38.2351134488412,1.545,1,72.3184440462668,-201.237438145283,64.2606947640008,94.6759180631937,-85.2083262805433,34.0833305974256
"study_002","C4M1",434,-38.2351134488412,1.545,1,72.3184440462668,-201.237438145283,64.2606947640008,94.6759180631937,-85.2083262805433,34.0833305974256
"study_001","C4M1",435,-43.1899346798448,1.895,1,81.242387840923,-89.9790303955536,98.1589422311041,50.7366041471221,-169.122013297583,38.0524531610782
"study_002","C4M1",435,-43.1899346798448,1.895,1,81.242387840923,-89.9790303955536,98.1589422311041,50.7366041471221,-169.122013297583,38.0524531610782
"study_001","C4M1",436,-47.5622475750724,1.41,1,84.7284371075214,-380.497977556595,120.410753049776,142.946882267316,-58.9939515451667,37.166189532449
"study_002","C4M1",436,-47.5622475750724,1.41,1,84.7284371075214,-380.497977556595,120.410753049776,142.946882267316,-58.9939515451667,37.166189532449
"study_001","C4M1",437,-58.1863671890423,1.295,4,97.2349343573877,-236.430474651227,151.271638656782,109.283400560259,-204.483857253265,39.0485671683453
"study_002","C4M1",437,-58.1863671890423,1.295,4,97.2349343573877,-236.430474651227,151.271638656782,109.283400560259,-204.483857253265,39.0485671683453
"study_001","C4M1",438,-71.2237671178581,1.05,1,108.292248293889,-273.93756478431,215.829596672814,224.657460311355,-125.655867967373,37.068481176031
"study_002","C4M1",438,-71.2237671178581,1.05,1,108.292248293889,-273.93756478431,215.829596672814,224.657460311355,-125.655867967373,37.068481176031
"study_001","C4M1",439,-56.49005329851,1.4275,2,101.087456790722,-354.892726980711,152.55630419673,295.023796507507,-105.833420705659,44.5974034922117
"study_001","C4M1",440,-50.9954660893097,1.41333333333333,3,106.144195148964,-110.926358100547,249.885443397869,285.819933345151,-227.422006350083,55.1487290596547
"study_001","C4M1",441,-45.6269139757378,1.11,4,81.0222904763867,-220.456312351383,164.951010682689,120.68868661604,-230.934369377204,35.3953765006489
"study_002","C4M1",441,-45.6269139757378,1.11,4,81.0222904763867,-220.456312351383,164.951010682689,120.68868661604,-230.934369377204,35.3953765006489
"study_001","C4M1",442,-48.5169823501046,1.68,3,100.834341733927,-133.126528770044,140.612515059026,100.276982509046,-179.047025239738,52.3173593838226
"study_002","C4M1",442,-48.5169823501046,1.68,3,100.834341733927,-133.126528770044,140.612515059026,100.276982509046,-179.047025239738,52.3173593838226
"study_001","C4M1",443,-46.1551452512653,1.31375,4,83.4549326819443,-241.761124746359,128.50673962964,163.602926113258,-112.177005435891,37.299787430679
"study_002","C4M1",443,-46.1551452512653,1.31375,4,83.4549326819443,-241.761124746359,128.50673962964,163.602926113258,-112.177005435891,37.299787430679
"study_001","C4M1",444,-44.6167839984648,1.59666666666667,6,90.3142300781893,-106.412909408795,118.104590699864,198.848998916332,-150.831201212193,45.6974460797244
"study_002","C4M1",444,-44.6167839984648,1.59666666666667,6,90.3142300781893,-106.412909408795,118.104590699864,198.848998916332,-150.831201212193,45.6974460797244
"study_001","C4M1",445,-47.7535182344352,1.43166666666667,3,87.9545962507821,-169.819312325957,300.266038091747,129.989787764449,-153.114880393651,40.2010780163469
"study_002","C4M1",445,-47.7535182344352,1.43166666666667,3,87.9545962507821,-169.819312325957,300.266038091747,129.989787764449,-153.114880393651,40.2010780163469
"study_001","C4M1",446,-40.4382006371781,1.345,3,97.8979321989651,-186.200942259937,177.701178124414,268.696931777502,-158.235386661834,57.459731561787
"study_002","C4M1",446,-40.4382006371781,1.345,3,97.8979321989651,-186.200942259937,177.701178124414,268.696931777502,-158.235386661834,57.459731561787
"study_001","C4M1",447,-53.72686695095,1.405,4,100.085872552257,-174.026659299548,180.540783855988,113.307842435637,-212.809108503289,46.3590056013066
"study_002","C4M1",447,-53.72686695095,1.405,4,100.085872552257,-174.026659299548,180.540783855988,113.307842435637,-212.809108503289,46.3590056013066
"study_001","C4M1",448,-64.5993083419516,1.27,2,112.903219742679,-258.987955266384,256.78714291152,267.770788721578,-89.703717980392,48.3039114007274
"study_002","C4M1",448,-64.5993083419516,1.27,2,112.903219742679,-258.987955266384,256.78714291152,267.770788721578,-89.703717980392,48.3039114007274
"study_001","C4M1",449,-57.4557923394852,1.585,3,96.1142739067845,-213.874909738165,143.228680222271,153.960037894596,-134.822169484401,38.6584815672993
"study_002","C4M1",449,-57.4557923394852,1.585,3,96.1142739067845,-213.874909738165,143.228680222271,153.960037894596,-134.822169484401,38.6584815672993
"study_001","C4M1",450,-45.5997027069667,1.54222222222222,9,99.9677595801025,-213.678976869561,144.909717009869,242.787584145004,-198.947765193916,54.3680568731358
"study_002","C4M1",450,-45.5997027069667,1.54222222222222,9,99.9677595801025,-213.678976869561,144.909717009869,242.787584145004,-198.947765193916,54.3680568731358
"study_001","C4M1",451,-54.1772840489293,1.44428571428571,7,107.078566189873,-207.697862180179,121.449570319613,222.841399849328,-180.991190840422,52.9012821409433
"study_002","C4M1",451,-54.1772840489293,1.44428571428571,7,107.078566189873,-207.697862180179,121.449570319613,222.841399849328,-180.991190840422,52.9012821409433
"study_001","C4M1",452,-48.6344670336536,1.65125,4,90.6059383852587,-150.045478634023,128.870698881628,126.624725026229,-183.984456072492,41.971471351605
"study_002","C4M1",452,-48.6344670336536,1.65125,4,90.6059383852587,-150.045478634023,128.870698881628,126.624725026229,-183.984456072492,41.971471351605
"study_001","C4M1",453,-53.3007204949793,1.20857142857143,7,110.206886019393,-208.676131873033,208.896891972296,222.464241470014,-216.005200652569,56.9061655244137
"study_002","C4M1",453,-53.3007204949793,1.20857142857143,7,110.206886019393,-208.676131873033,208.896891972296,222.464241470014,-216.005200652569,56.9061655244137
"study_001","C4M1",454,-53.7257982444755,1.63772727272727,11,103.065000657818,-167.219248679716,158.712530578042,154.188430381894,-141.166840247728,49.3392024133425
"study_001","C4M1",455,-57.5377501985949,1.6075,6,115.237729805814,-145.663875155439,204.584593330182,228.487133988996,-158.022775054521,57.6999796072189
"study_001","C4M1",456,-53.255252225651,1.58,10,99.9882973788394,-244.943175029277,139.646175524851,192.784250971991,-116.542114316905,46.7330451531885
"study_001","C4M1",457,-43.353568872331,1.561,10,92.1832141711667,-148.187571445972,120.005381178336,192.648459622639,-174.199594020165,48.8296452988357
"study_001","C4M1",458,-55.0614782088653,1.73416666666667,6,94.9858293875529,-173.287872368552,139.821934001653,142.88883304358,-113.526249416473,39.9243511786876
"study_002","C4M1",458,-55.0066749318537,1.73416666666667,6,94.9310261105414,-172.234400372674,139.912356622831,142.88883304358,-113.526249416473,39.9243511786876
"study_001","C4M1",459,-64.7363242358865,1.53,8,124.23174537178,-214.954165698189,190.695735327907,174.297721834208,-209.13545118019,59.4954211358933
"study_002","C4M1",459,-64.7363242358865,1.53,8,124.23174537178,-214.954165698189,190.695735327907,174.297721834208,-209.13545118019,59.4954211358933
"study_001","C4M1",460,-53.8548360234621,1.465,8,101.117852915992,-173.263366038176,201.141353953468,179.743579497595,-155.223291286767,47.2630168925297
"study_002","C4M1",460,-53.8548360234621,1.465,8,101.117852915992,-173.263366038176,201.141353953468,179.743579497595,-155.223291286767,47.2630168925297
"study_001","C4M1",461,-57.5764645094856,1.335625,8,109.463048269238,-126.178283842924,253.799827084294,279.225161010942,-262.243821494605,51.8865837597521
"study_002","C4M1",461,-57.5764645094856,1.335625,8,109.463048269238,-126.178283842924,253.799827084294,279.225161010942,-262.243821494605,51.8865837597521
"study_001","C4M1",462,-52.187863449124,1.10428571428571,7,108.704851398059,-306.355984595634,279.406940873122,189.6112242134,-239.645609364335,56.5169879489348
"study_002","C4M1",462,-52.187863449124,1.10428571428571,7,108.704851398059,-306.355984595634,279.406940873122,189.6112242134,-239.645609364335,56.5169879489348
"study_001","C4M1",463,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",463,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",464,-72.4718100022529,0.925,1,103.790669987069,-536.828218262405,579.774475379827,391.485744916635,-53.5365127030428,31.3188599848165
"study_002","C4M1",464,-72.4718100022529,0.925,1,103.790669987069,-536.828218262405,579.774475379827,391.485744916635,-53.5365127030428,31.3188599848165
"study_001","C4M1",465,-49.232280710133,1.1075,2,118.715599537802,-293.528319722581,201.501892567645,176.997994962505,-337.39875396065,69.4833188276692
"study_002","C4M1",465,-49.232280710133,1.1075,2,118.715599537802,-293.528319722581,201.501892567645,176.997994962505,-337.39875396065,69.4833188276692
"study_001","C4M1",466,-39.2883550391381,1.35,1,82.523621335841,-94.6707348059455,77.0359901217689,146.560224237772,-332.578968954799,43.2352662967028
"study_001","C4M1",467,-46.4571455779901,1.27,1,77.2428667635233,-403.975175426217,132.734701272158,166.409302806075,-49.6543889288368,30.7857211855332
"study_001","C4M1",468,-48.4989019260683,1.185,1,99.3003266855082,-225.576286979033,121.247254512053,282.230135984499,-130.260063151743,50.8014247594399
"study_001","C4M1",469,-47.257834235472,1.33,2,81.4594491888938,-217.963951629266,245.62991908981,125.094796346324,-84.8442160393456,34.2016149534218
"study_001","C4M1",470,-66.2419958076345,1.17875,4,98.4086696603022,-345.085456254438,363.478987834779,247.692780902704,-116.426900648656,32.1666738526677
"study_001","C4M1",471,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",471,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",472,-46.6467091314556,1.47833333333333,3,84.0245086869797,-139.175006524302,181.84183748483,152.212393469915,-104.876658862381,37.3777995555241
"study_002","C4M1",472,-46.6467091314556,1.47833333333333,3,84.0245086869797,-139.175006524302,181.84183748483,152.212393469915,-104.876658862381,37.3777995555241
"study_001","C4M1",473,-48.8696242733544,1.94,1,101.826382858803,-84.9906507623717,174.5343717815,211.827033494485,-63.4212676910502,52.9567585854482
"study_002","C4M1",473,-48.8696242733544,1.94,1,101.826382858803,-84.9906507623717,174.5343717815,211.827033494485,-63.4212676910502,52.9567585854482
"study_001","C4M1",474,-47.3943520853671,1.22,2,102.592291566664,-269.654877102043,157.264105453331,139.972588613352,-272.984089768457,55.1979394812974
"study_002","C4M1",474,-47.3943520853671,1.22,2,102.592291566664,-269.654877102043,157.264105453331,139.972588613352,-272.984089768457,55.1979394812974
"study_001","C4M1",475,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",475,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_001","C4M1",476,-86.304605154788,1.825,5,144.076844112121,-221.284089041879,370.204641334609,208.197292428937,-116.844495075004,57.7722389573326
"study_001","C4M1",480,NA,NA,0,NA,NA,NA,NA,NA,NA
"study_002","C4M1",480,NA,NA,0,NA,NA,NA,NA,NA,NA
